TIteration;TBlock;TMessGen;TMessSend;TDisplay;TOA;Essai;TxPower;SF;Bandwith;CodingRate;Taille
125487826;125487915;125491160;126298050;126381995;802;0;14;8;125;4_7;209
126448666;126448747;126451994;127259048;127343064;802;0;14;8;125;4_7;210
127409763;127409847;127413104;128234050;128317997;816;0;14;8;125;4_7;211
128388401;128388484;128391785;129210050;129294073;816;0;14;8;125;4_7;212
129360761;129360845;129364095;130185050;130269002;816;0;14;8;125;4_7;213
130335648;130335728;130338979;131160052;131244083;816;0;14;8;125;4_7;214
131310798;131310889;131314130;132149050;132233010;830;0;14;8;125;4_7;215
132299652;132299732;132302992;133138048;133222062;830;0;14;8;125;4_7;216
133288788;133288881;133292132;134127050;134211017;830;0;14;8;125;4_7;217
134277655;134277735;134280979;135116048;135200088;830;0;14;8;125;4_7;218
135270514;135270594;135273929;136122057;136206036;845;0;14;8;125;4_7;219
136272680;136272760;136276019;137125048;137209054;845;0;14;8;125;4_7;220
137275761;137275845;137279099;138128050;138211997;845;0;14;8;125;4_7;221
138278671;138278755;138281998;139131048;139215081;845;0;14;8;125;4_7;222
2554912;2554991;2555181;2555270;2639368;0;0;14;0;125;4_8;0
2705984;2706064;2706328;2769054;2852912;58;0;14;8;125;4_8;1
2919439;2919520;2922625;2986050;3070287;58;0;14;8;125;4_8;2
3136917;3136997;3140114;3219056;3302842;75;0;14;8;125;4_8;3
3369387;3369467;3372573;3452054;3533504;75;0;14;8;125;4_8;4
3597736;3597820;3600946;3680056;3763906;75;0;14;8;125;4_8;5
3830536;3830624;3833742;3913066;3996988;75;0;14;8;125;4_8;6
4067166;4067244;4070462;4164058;4247915;91;0;14;8;125;4_8;7
4314461;4314541;4317652;4413054;4496962;91;0;14;8;125;4_8;8
4563581;4563662;4566781;4662056;4745877;91;0;14;8;125;4_8;9
4812460;4812541;4815652;4911054;4995046;91;0;14;8;125;4_8;10
5061688;5061769;5064904;5176056;5259948;108;0;14;8;125;4_8;11
5326578;5326666;5329781;5441054;5525003;108;0;14;8;125;4_8;12
5591647;5591727;5594852;5706056;5789942;108;0;14;8;125;4_8;13
5856544;5856632;5859739;5971060;6054990;108;0;14;8;125;4_8;14
6121732;6121820;6124946;6252056;6335996;124;0;14;8;125;4_8;15
6406301;6406379;6409568;6535056;6619081;124;0;14;8;125;4_8;16
6685800;6685891;6689043;6816056;6899992;124;0;14;8;125;4_8;17
6966603;6966684;6969821;7097054;7181027;124;0;14;8;125;4_8;18
7247698;7247779;7250922;7396056;7479966;140;0;14;8;125;4_8;19
7546581;7546666;7549800;7695054;7779027;140;0;14;8;125;4_8;20
7845651;7845731;7848873;7994056;8078046;140;0;14;8;125;4_8;21
8144649;8144730;8147873;8293054;8377023;140;0;14;8;125;4_8;22
8443749;8443832;8446972;8608056;8692000;157;0;14;8;125;4_8;23
8762360;8762438;8765628;8925056;9009025;157;0;14;8;125;4_8;24
9075775;9075858;9079006;9240056;9323975;157;0;14;8;125;4_8;25
9390604;9390688;9393819;9555054;9639050;157;0;14;8;125;4_8;26
9705768;9705851;9708994;9886056;9969964;173;0;14;8;125;4_8;27
10036563;10036643;10039778;10217054;10301046;173;0;14;8;125;4_8;28
10367748;10367832;10370976;10548061;10631994;173;0;14;8;125;4_8;29
10698643;10698723;10701854;10879054;10963035;173;0;14;8;125;4_8;30
11029731;11029814;11032959;11226056;11309990;189;0;14;8;125;4_8;31
11380343;11380421;11383620;11575056;11659012;189;0;14;8;125;4_8;32
11725751;11725834;11728981;11922056;12005975;189;0;14;8;125;4_8;33
12072737;12072820;12075967;12269054;12353042;189;0;14;8;125;4_8;34
12419777;12419863;12423015;12632056;12715996;206;0;14;8;125;4_8;35
12782624;12782704;12785845;12995054;13079073;206;0;14;8;125;4_8;36
13145738;13145822;13148972;13358056;13441985;206;0;14;8;125;4_8;37
13508680;13508765;13511916;13721054;13805067;206;0;14;8;125;4_8;38
13871733;13871816;13874972;14102056;14186013;222;0;14;8;125;4_8;39
14256354;14256432;14259632;14485056;14569037;222;0;14;8;125;4_8;40
14635783;14635878;14639031;14866056;14949990;222;0;14;8;125;4_8;41
15016628;15016708;15019849;15247054;15331033;222;0;14;8;125;4_8;42
15397731;15397814;15400972;15644056;15727978;239;0;14;8;125;4_8;43
15794664;15794745;15797892;16041054;16125090;239;0;14;8;125;4_8;44
16191800;16191891;16195039;16438056;16521998;239;0;14;8;125;4_8;45
16588679;16588764;16591916;16835054;16919035;239;0;14;8;125;4_8;46
16989474;16989552;16992762;17250059;17333994;255;0;14;8;125;4_8;47
17400616;17400697;17403847;17663054;17747048;255;0;14;8;125;4_8;48
17813740;17813828;17816988;18076057;18160023;255;0;14;8;125;4_8;49
18226640;18226720;18229875;18489055;18573071;255;0;14;8;125;4_8;50
18639757;18639841;18642998;18918056;19001979;271;0;14;8;125;4_8;51
19068663;19068755;19071937;19347054;19431048;271;0;14;8;125;4_8;52
19497753;19497836;19500989;19776056;19859978;271;0;14;8;125;4_8;53
19926596;19926676;19929831;20205054;20289048;271;0;14;8;125;4_8;54
20359360;20359438;20362649;20652058;20735975;288;0;14;8;125;4_8;55
20802612;20802692;20805847;21097054;21181069;288;0;14;8;125;4_8;56
21247774;21247858;21251019;21542061;21626021;288;0;14;8;125;4_8;57
21692652;21692733;21695892;21987054;22071057;288;0;14;8;125;4_8;58
22137750;22137834;22140994;22450056;22533985;304;0;14;8;125;4_8;59
22600608;22600692;22603849;22913054;22997089;304;0;14;8;125;4_8;60
23063800;23063891;23067043;23376056;23459983;304;0;14;8;125;4_8;61
23526628;23526708;23529862;23839054;23923060;304;0;14;8;125;4_8;62
23993377;23993460;23996680;24320058;24403994;320;0;14;8;125;4_8;63
24470635;24470715;24473882;24799054;24883033;320;0;14;8;125;4_8;64
24949714;24949794;24952966;25278056;25362001;320;0;14;8;125;4_8;65
25428596;25428676;25431837;25757054;25841044;320;0;14;8;125;4_8;66
25907725;25907809;25910981;26252056;26335999;337;0;14;8;125;4_8;67
26402666;26402746;26405916;26747054;26831071;337;0;14;8;125;4_8;68
26897779;26897874;26901031;27242056;27325994;337;0;14;8;125;4_8;69
27396254;27396333;27399551;27741056;27825040;337;0;14;8;125;4_8;70
27891709;27891794;27894962;28252056;28336003;353;0;14;8;125;4_8;71
28402673;28402754;28405918;28763054;28847035;353;0;14;8;125;4_8;72
28913751;28913834;28917013;29274056;29357999;353;0;14;8;125;4_8;73
29424641;29424721;29427890;29785059;29869042;353;0;14;8;125;4_8;74
29935745;29935828;29939000;30312056;30395985;370;0;14;8;125;4_8;75
30462598;30462685;30465840;30839054;30923042;370;0;14;8;125;4_8;76
30989774;30989858;30993035;31366056;31449994;370;0;14;8;125;4_8;77
31520303;31520381;31523603;31897056;31981069;370;0;14;8;125;4_8;78
32047778;32047873;32051041;32442056;32525966;386;0;14;8;125;4_8;79
32592662;32592742;32595918;32987054;33071063;386;0;14;8;125;4_8;80
33137771;33137856;33141035;33532056;33615994;386;0;14;8;125;4_8;81
33682651;33682731;33685906;34077054;34161065;386;0;14;8;125;4_8;82
34227790;34227883;34231048;34638056;34721978;402;0;14;8;125;4_8;83
34788650;34788730;34791913;35199054;35283059;402;0;14;8;125;4_8;84
35349759;35349843;35353021;35760061;35843994;402;0;14;8;125;4_8;85
35914360;35914438;35917669;36323056;36407046;402;0;14;8;125;4_8;86
36473733;36473816;36476989;36900056;36983968;419;0;14;8;125;4_8;87
37050598;37050678;37053847;37477059;37561035;419;0;14;8;125;4_8;88
37627738;37627822;37631004;38054061;38138021;419;0;14;8;125;4_8;89
38204714;38204794;38207979;38631054;38715033;419;0;14;8;125;4_8;90
38781755;38781841;38785021;39224056;39307994;435;0;14;8;125;4_8;91
39374639;39374719;39377898;39817054;39901035;435;0;14;8;125;4_8;92
39971426;39971504;39974738;40412070;40496018;435;0;14;8;125;4_8;93
40562657;40562741;40565925;41005054;41089085;435;0;14;8;125;4_8;94
41155745;41155828;41159013;41614056;41697994;452;0;14;8;125;4_8;95
41764620;41764700;41767884;42223058;42307055;452;0;14;8;125;4_8;96
42373766;42373851;42377037;42832056;42916016;452;0;14;8;125;4_8;97
42982649;42982729;42985913;43441054;43525033;452;0;14;8;125;4_8;98
43591729;43591812;43594992;44068056;44152018;468;0;14;8;125;4_8;99
44218638;44218718;44221902;44695054;44779094;468;0;14;8;125;4_8;100
44849375;44849454;44852705;45322077;45406021;468;0;14;8;125;4_8;101
45472660;45472741;45475925;45949059;46033073;468;0;14;8;125;4_8;102
46099776;46099859;46103052;46592056;46675994;484;0;14;8;125;4_8;103
46742657;46742737;46745925;47235054;47319083;484;0;14;8;125;4_8;104
47385830;47385923;47389116;47878056;47961985;484;0;14;8;125;4_8;105
48028625;48028705;48031894;48521054;48605081;484;0;14;8;125;4_8;106
48671778;48671873;48675054;49180061;49264021;501;0;14;8;125;4_8;107
49334367;49334446;49337682;49841057;49925069;501;0;14;8;125;4_8;108
49991750;49991832;49995017;50500055;50583989;501;0;14;8;125;4_8;109
50650615;50650696;50653883;51159053;51243076;501;0;14;8;125;4_8;110
51309746;51309829;51313021;51834055;51918028;517;0;14;8;125;4_8;111
51984693;51984774;51987982;52509053;52593094;517;0;14;8;125;4_8;112
52659801;52659892;52663087;53184055;53268017;517;0;14;8;125;4_8;113
53334651;53334731;53337926;53859053;53943055;517;0;14;8;125;4_8;114
54009754;54009837;54013034;54550055;54634015;533;0;14;8;125;4_8;115
54704399;54704477;54707721;55243055;55327069;533;0;14;8;125;4_8;116
55393782;55393877;55397072;55934055;56018022;533;0;14;8;125;4_8;117
56084705;56084786;56087984;56625053;56709064;533;0;14;8;125;4_8;118
56775757;56775839;56779042;57332057;57416017;550;0;14;8;125;4_8;119
57482640;57482720;57485909;58039060;58123154;550;0;14;8;125;4_8;120
58189923;58190003;58193207;58746066;58830020;550;0;14;8;125;4_8;121
58896647;58896727;58899926;59453065;59537078;550;0;14;8;125;4_8;122
59610173;59610249;59613610;60183057;60266995;566;0;14;8;125;4_8;123
60333672;60333752;60336958;60908053;60992072;566;0;14;8;125;4_8;124
61058736;61058821;61062021;61633055;61716993;566;0;14;8;125;4_8;125
61783619;61783704;61786891;62358053;62442076;566;0;14;8;125;4_8;126
62508806;62508896;62512091;63099055;63182998;583;0;14;8;125;4_8;127
63249622;63249702;63252907;63840053;63924084;583;0;14;8;125;4_8;128
63990827;63990914;63994119;64581055;64664989;583;0;14;8;125;4_8;129
64731628;64731709;64734909;65322053;65406069;583;0;14;8;125;4_8;130
65476369;65476448;65479700;66081057;66165020;599;0;14;8;125;4_8;131
66231639;66231719;66234928;66838053;66922059;599;0;14;8;125;4_8;132
66988751;66988833;66992038;67595055;67679022;599;0;14;8;125;4_8;133
67745672;67745752;67748954;68352053;68436084;599;0;14;8;125;4_8;134
68502775;68502858;68506075;69125055;69209020;615;0;14;8;125;4_8;135
69275654;69275734;69278939;69898053;69982074;615;0;14;8;125;4_8;136
70048778;70048877;70052089;70671055;70755013;615;0;14;8;125;4_8;137
70821699;70821780;70824978;71444053;71528059;615;0;14;8;125;4_8;138
71598365;71598443;71601716;72235057;72319017;632;0;14;8;125;4_8;139
72385677;72385762;72388975;73024053;73108107;632;0;14;8;125;4_8;140
73174793;73174886;73178085;73813055;73896993;632;0;14;8;125;4_8;141
73963611;73963691;73966905;74602053;74686080;632;0;14;8;125;4_8;142
74752735;74752819;74756028;75409055;75492998;648;0;14;8;125;4_8;143
75559630;75559711;75562916;76216053;76300082;648;0;14;8;125;4_8;144
76366806;76366896;76370106;77023059;77107036;648;0;14;8;125;4_8;145
77177425;77177504;77180779;77832055;77916064;648;0;14;8;125;4_8;146
77982744;77982827;77986040;78655055;78739020;665;0;14;8;125;4_8;147
78805653;78805738;78808943;79478053;79562088;665;0;14;8;125;4_8;148
79628759;79628841;79632061;80301055;80385020;665;0;14;8;125;4_8;149
80451666;80451746;80454969;81124053;81208074;665;0;14;8;125;4_8;150
81274764;81274847;81278066;81963055;82047011;681;0;14;8;125;4_8;151
82113688;82113768;82116984;82802053;82886055;681;0;14;8;125;4_8;152
82952749;82952833;82956064;83641055;83725012;681;0;14;8;125;4_8;153
83795361;83795439;83798704;84482055;84566066;681;0;14;8;125;4_8;154
84632744;84632827;84636046;85337055;85421017;697;0;14;8;125;4_8;155
85487679;85487763;85490984;86192053;86276066;697;0;14;8;125;4_8;156
86342757;86342839;86346058;87047055;87131028;697;0;14;8;125;4_8;157
87197631;87197711;87200932;87902053;87986045;697;0;14;8;125;4_8;158
88052747;88052835;88056058;88773055;88857028;714;0;14;8;125;4_8;159
88923654;88923734;88926947;89644053;89728066;714;0;14;8;125;4_8;160
89798459;89798537;89801828;90519057;90603047;714;0;14;8;125;4_8;161
90669673;90669754;90672977;91390053;91474072;714;0;14;8;125;4_8;162
91540753;91540835;91544060;92279055;92362991;730;0;14;8;125;4_8;163
92429636;92429716;92432947;93168053;93252066;730;0;14;8;125;4_8;164
93318762;93318845;93322060;94057055;94141036;730;0;14;8;125;4_8;165
94207703;94207783;94211013;94946053;95030072;730;0;14;8;125;4_8;166
95096827;95096914;95100145;95851055;95935020;746;0;14;8;125;4_8;167
96001649;96001729;96004950;96756053;96840067;746;0;14;8;125;4_8;168
96910472;96910550;96913836;97663057;97746991;746;0;14;8;125;4_8;169
97813676;97813761;97816991;98568053;98652045;746;0;14;8;125;4_8;170
98718736;98718819;98722048;99489055;99573028;763;0;14;8;125;4_8;171
99639655;99639736;99642967;100410057;100494061;763;0;14;8;125;4_8;172
100560762;100560845;100564070;101331054;101415011;763;0;14;8;125;4_8;173
101481639;101481720;101484949;102252052;102336083;763;0;14;8;125;4_8;174
102402784;102402876;102406094;103189054;103273011;779;0;14;8;125;4_8;175
103347523;103347602;103350902;104133054;104217087;779;0;14;8;125;4_8;176
104283838;104283928;104287157;105070054;105154021;779;0;14;8;125;4_8;177
105220683;105220764;105223997;106007052;106091079;779;0;14;8;125;4_8;178
106157778;106157871;106161094;106960054;107043999;796;0;14;8;125;4_8;179
107110701;107110785;107114016;107913052;107997117;796;0;14;8;125;4_8;180
108063802;108063893;108067113;108866054;108949992;796;0;14;8;125;4_8;181
109016699;109016779;109020018;109819052;109903081;796;0;14;8;125;4_8;182
109975271;109975350;109978655;110794056;110878021;812;0;14;8;125;4_8;183
110944656;110944736;110947967;111765052;111849060;812;0;14;8;125;4_8;184
111915784;111915876;111919103;112736054;112820019;812;0;14;8;125;4_8;185
112886663;112886743;112890002;113707052;113791054;812;0;14;8;125;4_8;186
113857739;113857824;113861063;114694054;114778021;828;0;14;8;125;4_8;187
114844674;114844755;114847995;115681056;115765075;828;0;14;8;125;4_8;188
115831780;115831873;115835096;116668054;116752014;828;0;14;8;125;4_8;189
116822657;116822735;116826031;117659054;117743079;828;0;14;8;125;4_8;190
117809806;117809901;117813132;118662054;118745997;845;0;14;8;125;4_8;191
118812663;118812743;118815981;119665052;119749081;845;0;14;8;125;4_8;192
119815818;119815907;119819143;120668058;120752016;845;0;14;8;125;4_8;193
120818667;120818748;120821985;121671052;121755066;845;0;14;8;125;4_8;194
121821735;121821820;121825065;122690054;122774021;861;0;14;8;125;4_8;195
122840674;122840754;122843990;123709052;123793081;861;0;14;8;125;4_8;196
123863374;123863452;123866750;124730056;124814021;861;0;14;8;125;4_8;197
124880696;124880776;124884025;125749052;125833092;861;0;14;8;125;4_8;198
125899783;125899876;125903113;126784054;126868010;878;0;14;8;125;4_8;199
126934657;126934738;126937978;127819052;127903068;878;0;14;8;125;4_8;200
127969771;127969858;127973096;128854054;128938023;878;0;14;8;125;4_8;201
129004672;129004753;129007995;129889052;129973060;878;0;14;8;125;4_8;202
130039800;130039891;130043137;130942054;131025996;894;0;14;8;125;4_8;203
131096315;131096393;131099688;131997054;132081098;894;0;14;8;125;4_8;204
132147787;132147881;132151118;133050054;133134003;894;0;14;8;125;4_8;205
133200637;133200718;133203964;134103052;134187083;894;0;14;8;125;4_8;206
134253778;134253876;134257113;135172054;135255990;910;0;14;8;125;4_8;207
135322642;135322723;135325978;136241052;136325079;910;0;14;8;125;4_8;208
136391842;136391932;136395175;137310054;137394016;910;0;14;8;125;4_8;209
137460653;137460733;137463983;138381052;138465068;910;0;14;8;125;4_8;210
138535371;138535450;138538754;139469056;139553006;927;0;14;8;125;4_8;211
139619706;139619787;139623043;140554052;140638071;927;0;14;8;125;4_8;212
140704802;140704893;140708133;141639054;141723032;927;0;14;8;125;4_8;213
141789695;141789780;141793031;142724052;142808071;927;0;14;8;125;4_8;214
142874766;142874851;142878101;143825054;143908997;943;0;14;8;125;4_8;215
143975630;143975710;143978974;144926052;145010083;943;0;14;8;125;4_8;216
145076816;145076909;145080164;146027054;146111032;943;0;14;8;125;4_8;217
146181318;146181397;146184698;147132054;147216077;943;0;14;8;125;4_8;218
147282805;147282899;147286142;148249054;148333023;959;0;14;8;125;4_8;219
148399667;148399747;148403004;149366052;149450071;959;0;14;8;125;4_8;220
149516774;149516858;149520118;150483054;150567011;959;0;14;8;125;4_8;221
150633637;150633717;150636970;151600051;151684071;959;0;14;8;125;4_8;222
3897925;3898003;3898193;3898276;3982371;0;0;14;0;125;4_5;0
4048965;4049046;4049310;4156055;4239942;104;0;14;9;125;4_5;1
4306477;4306558;4309663;4417049;4500927;104;0;14;9;125;4_5;2
4567531;4567611;4570727;4678051;4761860;104;0;14;9;125;4_5;3
4828400;4828481;4831587;4961053;5042509;124;0;14;9;125;4_5;4
5106739;5106822;5109956;5239055;5322902;124;0;14;9;125;4_5;5
5389510;5389594;5392711;5522053;5605966;124;0;14;9;125;4_5;6
5676114;5676192;5679372;5805057;5888896;124;0;14;9;125;4_5;7
5955428;5955508;5958621;6088048;6171937;124;0;14;9;125;4_5;8
6238533;6238614;6241729;6391055;6474860;145;0;14;9;125;4_5;9
6541456;6541536;6544644;6694053;6778021;145;0;14;9;125;4_5;10
6844728;6844812;6847954;6997055;7081059;145;0;14;9;125;4_5;11
7147722;7147807;7150931;7300053;7384031;145;0;14;9;125;4_5;12
7450693;7450773;7453902;7623055;7706950;165;0;14;9;125;4_5;13
7773601;7773686;7776811;7946053;8029997;165;0;14;9;125;4_5;14
8096760;8096848;8099979;8269055;8352983;165;0;14;9;125;4_5;15
8423247;8423325;8426505;8596055;8680019;165;0;14;9;125;4_5;16
8746766;8746851;8749992;8919050;9003016;165;0;14;9;125;4_5;17
9069645;9069725;9072907;9262053;9346021;186;0;14;9;125;4_5;18
9412690;9412770;9415916;9605055;9688950;186;0;14;9;125;4_5;19
9755576;9755661;9758785;9948053;10032023;186;0;14;9;125;4_5;20
10098791;10098883;10102011;10291055;10374950;186;0;14;9;125;4_5;21
10441679;10441760;10444908;10656053;10740036;206;0;14;9;125;4_5;22
10806766;10806849;10809990;11021059;11105077;206;0;14;9;125;4_5;23
11175315;11175393;11178589;11388055;11472036;206;0;14;9;125;4_5;24
11538726;11538810;11541954;11753055;11836968;206;0;14;9;125;4_5;25
11903604;11903688;11906833;12118048;12202102;206;0;14;9;125;4_5;26
12268800;12268891;12272027;12503055;12586983;227;0;14;9;125;4_5;27
12653612;12653693;12656829;12888053;12972061;227;0;14;9;125;4_5;28
13038748;13038832;13041976;13273059;13356996;227;0;14;9;125;4_5;29
13423660;13423741;13426888;13658053;13742042;227;0;14;9;125;4_5;30
13812422;13812500;13815698;14065057;14149075;247;0;14;9;125;4_5;31
14215698;14215778;14218923;14470053;14554023;247;0;14;9;125;4_5;32
14620696;14620777;14623929;14875055;14958965;247;0;14;9;125;4_5;33
15025662;15025743;15028892;15280053;15364021;247;0;14;9;125;4_5;34
15430747;15430830;15433983;15685050;15768979;247;0;14;9;125;4_5;35
15835612;15835693;15838831;16110053;16194057;268;0;14;9;125;4_5;36
16260752;16260834;16263985;16535055;16618974;268;0;14;9;125;4_5;37
16685682;16685763;16688923;16960053;17044031;268;0;14;9;125;4_5;38
17114341;17114419;17117627;17387057;17470983;268;0;14;9;125;4_5;39
17537629;17537709;17540847;17834057;17918063;288;0;14;9;125;4_5;40
17984761;17984844;17987996;18281055;18364976;288;0;14;9;125;4_5;41
18431613;18431694;18434831;18728053;18812031;288;0;14;9;125;4_5;42
18878722;18878807;18881960;19175055;19258983;288;0;14;9;125;4_5;43
19325620;19325700;19328841;19622048;19706038;288;0;14;9;125;4_5;44
19772750;19772835;19775992;20089055;20172988;309;0;14;9;125;4_5;45
20239694;20239775;20242933;20556053;20640031;309;0;14;9;125;4_5;46
20710293;20710371;20713585;21025057;21109016;309;0;14;9;125;4_5;47
21175636;21175716;21178878;21492053;21576038;309;0;14;9;125;4_5;48
21642742;21642830;21645985;21979055;22063003;329;0;14;9;125;4_5;49
22129658;22129738;22132884;22466053;22550034;329;0;14;9;125;4_5;50
22616746;22616828;22619987;22953055;23037001;329;0;14;9;125;4_5;51
23103678;23103758;23106920;23440053;23524044;329;0;14;9;125;4_5;52
23590744;23590828;23593985;23927050;24010971;329;0;14;9;125;4_5;53
24081321;24081399;24084614;24436055;24520044;350;0;14;9;125;4_5;54
24586752;24586834;24590009;24943055;25026971;350;0;14;9;125;4_5;55
25093687;25093767;25096929;25450053;25534057;350;0;14;9;125;4_5;56
25600779;25600872;25604029;25957055;26040971;350;0;14;9;125;4_5;57
26107641;26107721;26110880;26486053;26570057;370;0;14;9;125;4_5;58
26636744;26636828;26639990;27015055;27099006;370;0;14;9;125;4_5;59
27165656;27165740;27168902;27544053;27628085;370;0;14;9;125;4_5;60
27694762;27694846;27698009;28073062;28156976;370;0;14;9;125;4_5;61
28227168;28227246;28230464;28606050;28690073;370;0;14;9;125;4_5;62
28756760;28756844;28760004;29155055;29238979;391;0;14;9;125;4_5;63
29305608;29305688;29308841;29704053;29788023;391;0;14;9;125;4_5;64
29854711;29854792;29857964;30253055;30336979;391;0;14;9;125;4_5;65
30403637;30403717;30406882;30802053;30886031;391;0;14;9;125;4_5;66
30952685;30952765;30955944;31371055;31454992;411;0;14;9;125;4_5;67
31521673;31521753;31524920;31940057;32024051;411;0;14;9;125;4_5;68
32090774;32090859;32094029;32509055;32592971;411;0;14;9;125;4_5;69
32663170;32663248;32666469;33082055;33166053;411;0;14;9;125;4_5;70
33232743;33232830;33236002;33651050;33735016;411;0;14;9;125;4_5;71
33801643;33801723;33804884;34240053;34324017;432;0;14;9;125;4_5;72
34390738;34390822;34393998;34829055;34912972;432;0;14;9;125;4_5;73
34979608;34979688;34982882;35418053;35502069;432;0;14;9;125;4_5;74
35568761;35568844;35572017;36007055;36091010;432;0;14;9;125;4_5;75
36157625;36157705;36160860;36618053;36702038;452;0;14;9;125;4_5;76
36772322;36772401;36775628;37229078;37313006;452;0;14;9;125;4_5;77
37379637;37379717;37382942;37840053;37924055;452;0;14;9;125;4_5;78
37990771;37990855;37994025;38451064;38535010;452;0;14;9;125;4_5;79
38601648;38601728;38604906;39062048;39146061;452;0;14;9;125;4_5;80
39212748;39212832;39216006;39693055;39776997;473;0;14;9;125;4_5;81
39843617;39843702;39846888;40324053;40408094;473;0;14;9;125;4_5;82
40474791;40474885;40478048;40955055;41038965;473;0;14;9;125;4_5;83
41105640;41105720;41108906;41586053;41670042;473;0;14;9;125;4_5;84
41740448;41740526;41743758;42239057;42322988;493;0;14;9;125;4_5;85
42389648;42389729;42392908;42890053;42974042;493;0;14;9;125;4_5;86
43040698;43040779;43043968;43541055;43624994;493;0;14;9;125;4_5;87
43691649;43691730;43694904;44192057;44276033;493;0;14;9;125;4_5;88
44342719;44342803;44345976;44843054;44927001;493;0;14;9;125;4_5;89
44993655;44993735;44996918;45514053;45598077;514;0;14;9;125;4_5;90
45664765;45664849;45668037;46185055;46268983;514;0;14;9;125;4_5;91
46335619;46335699;46338878;46856053;46940033;514;0;14;9;125;4_5;92
47010303;47010385;47013627;47529057;47613053;514;0;14;9;125;4_5;93
47679686;47679766;47682968;48222053;48306047;534;0;14;9;125;4_5;94
48372714;48372799;48375981;48915055;48998992;534;0;14;9;125;4_5;95
49065635;49065715;49068902;49608057;49692065;534;0;14;9;125;4_5;96
49758747;49758830;49762017;50301055;50384996;534;0;14;9;125;4_5;97
50451607;50451688;50454872;50994047;51078115;534;0;14;9;125;4_5;98
51144799;51144890;51148066;51707054;51790980;554;0;14;9;125;4_5;99
51861296;51861374;51864611;52422054;52506097;554;0;14;9;125;4_5;100
52572817;52572906;52576089;53135054;53219018;554;0;14;9;125;4_5;101
53285672;53285753;53288948;53848052;53932065;554;0;14;9;125;4_5;102
53998747;53998831;54002022;54581054;54664993;575;0;14;9;125;4_5;103
54731617;54731701;54734891;55314052;55398123;575;0;14;9;125;4_5;104
55464824;55464912;55468094;56047054;56131032;575;0;14;9;125;4_5;105
56197686;56197766;56200959;56780052;56864080;575;0;14;9;125;4_5;106
NaN;56930896;56934081;57513049;57596993;575;0;14;9;125;4_5;107
57667247;57667325;57670562;58268054;58352065;595;0;14;9;125;4_5;108
58418715;58418798;58421987;59021054;59105058;595;0;14;9;125;4_5;109
59171685;59171765;59174959;59774052;59858037;595;0;14;9;125;4_5;110
59924729;59924813;59928001;60527054;60611034;595;0;14;9;125;4_5;111
60677704;60677785;60680973;61302052;61386076;616;0;14;9;125;4_5;112
61452760;61452845;61456044;62077054;62160991;616;0;14;9;125;4_5;113
62227633;62227714;62230907;62852052;62936060;616;0;14;9;125;4_5;114
63006380;63006463;63009726;63629056;63713052;616;0;14;9;125;4_5;115
2572934;2573013;2573203;2573286;2657375;0;0;14;0;125;4_6;0
2723967;2724048;2724311;2835057;2918933;108;0;14;9;125;4_6;1
2985470;2985550;2988659;3100057;3183968;108;0;14;9;125;4_6;2
3250581;3250662;3253775;3365053;3448862;108;0;14;9;125;4_6;3
3515404;3515485;3518591;3656055;3737523;133;0;14;9;125;4_6;4
3801738;3801822;3804952;3942057;4025933;133;0;14;9;125;4_6;5
4092610;4092698;4095815;4233055;4316975;133;0;14;9;125;4_6;6
4387288;4387366;4390548;4526059;4609927;133;0;14;9;125;4_6;7
4676467;4676548;4679656;4817050;4900946;133;0;14;9;125;4_6;8
4967554;4967634;4970748;5132057;5215862;157;0;14;9;125;4_6;9
5282456;5282536;5285644;5447055;5531033;157;0;14;9;125;4_6;10
5597720;5597805;5600946;5762057;5845935;157;0;14;9;125;4_6;11
5912573;5912657;5915766;6077055;6161014;157;0;14;9;125;4_6;12
6227637;6227717;6230835;6416057;6499952;182;0;14;9;125;4_6;13
6566583;6566671;6569781;6755055;6838999;182;0;14;9;125;4_6;14
6905739;6905828;6908964;7094057;7177996;182;0;14;9;125;4_6;15
7248417;7248495;7251675;7437057;7521079;182;0;14;9;125;4_6;16
7587802;7587893;7591029;7776052;7859977;182;0;14;9;125;4_6;17
7926647;7926727;7929858;8141055;8225033;206;0;14;9;125;4_6;18
8291709;8291790;8294935;8508057;8591973;206;0;14;9;125;4_6;19
8658583;8658667;8661794;8873055;8957025;206;0;14;9;125;4_6;20
9023734;9023818;9026954;9238057;9321990;206;0;14;9;125;4_6;21
9388652;9388733;9391873;9627055;9711033;231;0;14;9;125;4_6;22
9777782;9777874;9781017;10016057;10100042;231;0;14;9;125;4_6;23
10170255;10170334;10173522;10409057;10493055;231;0;14;9;125;4_6;24
10559747;10559830;10562974;10798057;10881985;231;0;14;9;125;4_6;25
10948612;10948697;10951825;11187050;11271075;231;0;14;9;125;4_6;26
11337813;11337903;11341037;11600057;11683978;255;0;14;9;125;4_6;27
11750579;11750660;11753791;12013055;12097098;255;0;14;9;125;4_6;28
12163767;12163850;12167000;12426061;12509978;255;0;14;9;125;4_6;29
12576635;12576715;12579849;12839055;12923033;255;0;14;9;125;4_6;30
12989705;12989785;12992940;13276057;13359975;280;0;14;9;125;4_6;31
13430174;13430252;13433451;13715057;13799048;280;0;14;9;125;4_6;32
13865693;13865773;13868927;14152057;14235992;280;0;14;9;125;4_6;33
