TIteration;TBlock;TMessGen;TMessSend;TDisplay;TOA;Essai;TxPower;SF;Bandwith;CodingRate;Taille;;;;;;;;;;;
53094846;53094935;53098136;53285056;53368991;183;0;14;7;250;4_8;143;;158;15642;15,642;0,2607;;;;;;
53435620;53435701;53438921;53626054;53710086;183;0;14;7;250;4_8;144;;158;15642;15,642;0,2607;;;;;;
53780486;53780569;53783839;53969053;54052997;183;0;14;7;250;4_8;145;;158;15642;15,642;0,2607;;;;;;
54119664;54119744;54122954;54314054;54398061;187;0;14;7;250;4_8;146;;162;16038;16,038;0,2673;;;;;;
54464749;54464831;54468048;54659056;54743000;187;0;14;7;250;4_8;147;;162;16038;16,038;0,2673;;;;;;
54809669;54809754;54812965;55004054;55088132;187;0;14;7;250;4_8;148;;162;16038;16,038;0,2673;;;;;;
55154790;55154882;55158087;55353056;55436998;191;0;14;7;250;4_8;149;;167;16533;16,533;0,27555;;;;;;
55503641;55503722;55506932;55702058;55786101;191;0;14;7;250;4_8;150;;167;16533;16,533;0,27555;;;;;;
55852803;55852894;55856106;56051056;56135038;191;0;14;7;250;4_8;151;;167;16533;16,533;0,27555;;;;;;
56205374;56205452;56208706;56402051;56486076;191;0;14;7;250;4_8;152;;167;16533;16,533;0,27555;;;;;;
56552751;56552835;56556042;56755056;56839026;195;0;14;7;250;4_8;153;;171;16929;16,929;0,28215;;;;;;
56905641;56905721;56908934;57108054;57192088;195;0;14;7;250;4_8;154;;171;16929;16,929;0,28215;;;;;;
57258763;57258847;57262068;57461056;57544984;195;0;14;7;250;4_8;155;;171;16929;16,929;0,28215;;;;;;
57611689;57611769;57614982;57818054;57902076;199;0;14;7;250;4_8;156;;175;17325;17,325;0,28875;;;;;;
57968753;57968835;57972051;58175056;58258993;199;0;14;7;250;4_8;157;;175;17325;17,325;0,28875;;;;;;
58325627;58325711;58328924;58532054;58616062;199;0;14;7;250;4_8;158;;175;17325;17,325;0,28875;;;;;;
58682806;58682896;58686104;58889051;58972993;199;0;14;7;250;4_8;159;;175;17325;17,325;0,28875;;;;;;
59043291;59043369;59046650;59252056;59336080;203;0;14;7;250;4_8;160;;179;17721;17,721;0,29535;;;;;;
59402819;59402908;59406128;59613056;59696993;203;0;14;7;250;4_8;161;;179;17721;17,721;0,29535;;;;;;
59763633;59763713;59766934;59974054;60058059;203;0;14;7;250;4_8;162;;179;17721;17,721;0,29535;;;;;;
60124770;60124854;60128081;60339056;60423000;207;0;14;7;250;4_8;163;;183;18117;18,117;0,30195;;;;;;
60489663;60489743;60492965;60704054;60788078;207;0;14;7;250;4_8;164;;183;18117;18,117;0,30195;;;;;;
60854753;60854835;60858055;61069056;61153015;207;0;14;7;250;4_8;165;;183;18117;18,117;0,30195;;;;;;
61219686;61219767;61222989;61434049;61518088;207;0;14;7;250;4_8;166;;183;18117;18,117;0,30195;;;;;;
61588524;61588603;61591901;61806058;61890007;212;0;14;7;250;4_8;167;;187;18513;18,513;0,30855;;;;;;
61956629;61956709;61959932;62175054;62259074;212;0;14;7;250;4_8;168;;187;18513;18,513;0,30855;;;;;;
62325749;62325837;62329066;62544056;62628024;212;0;14;7;250;4_8;169;;187;18513;18,513;0,30855;;;;;;
62694654;62694735;62697950;62917054;63001066;216;0;14;7;250;4_8;170;;191;18909;18,909;0,31515;;;;;;
63067858;63067948;63071168;63290056;63373993;216;0;14;7;250;4_8;171;;191;18909;18,909;0,31515;;;;;;
63440686;63440766;63443994;63663054;63747066;216;0;14;7;250;4_8;172;;191;18909;18,909;0,31515;;;;;;
63813768;63813852;63817077;64036051;64120033;216;0;14;7;250;4_8;173;;191;18909;18,909;0,31515;;;;;;
64186652;64186732;64189967;64415054;64499061;220;0;14;7;250;4_8;174;;195;19305;19,305;0,32175;;;;;;
64569494;64569572;64572879;64795058;64878989;220;0;14;7;250;4_8;175;;195;19305;19,305;0,32175;;;;;;
64945615;64945696;64948926;65174054;65258086;220;0;14;7;250;4_8;176;;195;19305;19,305;0,32175;;;;;;
65324774;65324856;65328089;65557060;65641000;224;0;14;7;250;4_8;177;;199;19701;19,701;0,32835;;;;;;
65707641;65707722;65710949;65940054;66024064;224;0;14;7;250;4_8;178;;199;19701;19,701;0,32835;;;;;;
66090786;66090880;66094102;66323056;66407015;224;0;14;7;250;4_8;179;;199;19701;19,701;0,32835;;;;;;
66473665;66473749;66476973;66706049;66790072;224;0;14;7;250;4_8;180;;199;19701;19,701;0,32835;;;;;;
66856767;66856850;66860077;67093056;67176987;228;0;14;7;250;4_8;181;;203;20097;20,097;0,33495;;;;;;
67243688;67243768;67247003;67480054;67564086;228;0;14;7;250;4_8;182;;203;20097;20,097;0,33495;;;;;;
67634385;67634464;67637759;67869058;67952993;228;0;14;7;250;4_8;183;;203;20097;20,097;0,33495;;;;;;
68019629;68019709;68022941;68260054;68344064;232;0;14;7;250;4_8;184;;207;20493;20,493;0,34155;;;;;;
68410760;68410841;68414077;68651056;68735022;232;0;14;7;250;4_8;185;;207;20493;20,493;0,34155;;;;;;
68801653;68801733;68804954;69042054;69126136;232;0;14;7;250;4_8;186;;207;20493;20,493;0,34155;;;;;;
69192858;69192948;69196173;69433051;69516984;232;0;14;7;250;4_8;187;;207;20493;20,493;0,34155;;;;;;
69583671;69583755;69586986;69828054;69912076;236;0;14;7;250;4_8;188;;212;20988;20,988;0,3498;;;;;;
69978770;69978854;69982083;70223056;70307017;236;0;14;7;250;4_8;189;;212;20988;20,988;0,3498;;;;;;
70377221;70377299;70380584;70622056;70706076;236;0;14;7;250;4_8;190;;212;20988;20,988;0,3498;;;;;;
70772788;70772882;70776114;71021056;71105049;240;0;14;7;250;4_8;191;;216;21384;21,384;0,3564;;;;;;
71171657;71171737;71174980;71420054;71504086;240;0;14;7;250;4_8;192;;216;21384;21,384;0,3564;;;;;;
71570788;71570882;71574121;71819061;71903004;240;0;14;7;250;4_8;193;;216;21384;21,384;0,3564;;;;;;
71969631;71969711;71972947;72218049;72302064;240;0;14;7;250;4_8;194;;216;21384;21,384;0,3564;;;;;;
72368737;72368821;72372058;72621056;72704998;244;0;14;7;250;4_8;195;;220;21780;21,78;0,363;;;;;;
72771632;72771712;72774954;73024054;73108150;244;0;14;7;250;4_8;196;;220;21780;21,78;0,363;;;;;;
73174824;73174912;73178166;73427056;73511007;244;0;14;7;250;4_8;197;;220;21780;21,78;0,363;;;;;;
73581395;73581473;73584768;73836056;73920095;248;0;14;7;250;4_8;198;;224;22176;22,176;0,3696;;;;;;
73986806;73986896;73990134;74243056;74326991;248;0;14;7;250;4_8;199;;224;22176;22,176;0,3696;;;;;;
74393629;74393709;74396952;74650054;74734078;248;0;14;7;250;4_8;200;;224;22176;22,176;0,3696;;;;;;
74800777;74800876;74804109;75057051;75141045;248;0;14;7;250;4_8;201;;224;22176;22,176;0,3696;;;;;;
75207675;75207755;75210994;75468054;75552053;253;0;14;7;250;4_8;202;;228;22572;22,572;0,3762;;;;;;
75618794;75618886;75622133;75879056;75962978;253;0;14;7;250;4_8;203;;228;22572;22,572;0,3762;;;;;;
76029664;76029744;76032994;76290054;76374078;253;0;14;7;250;4_8;204;;228;22572;22,572;0,3762;;;;;;
76444468;76444546;76447851;76708058;76791993;257;0;14;7;250;4_8;205;;232;22968;22,968;0,3828;;;;;;
76858626;76858707;76861941;77123055;77207123;257;0;14;7;250;4_8;206;;232;22968;22,968;0,3828;;;;;;
77273829;77273922;77277160;77538057;77621989;257;0;14;7;250;4_8;207;;232;22968;22,968;0,3828;;;;;;
77688641;77688722;77691971;77953049;78037066;257;0;14;7;250;4_8;208;;232;22968;22,968;0,3828;;;;;;
78103852;78103943;78107188;78372056;78455997;261;0;14;7;250;4_8;209;;236;23364;23,364;0,3894;;;;;;
78522633;78522713;78525961;78791054;78875072;261;0;14;7;250;4_8;210;;236;23364;23,364;0,3894;;;;;;
78941761;78941845;78945102;79210056;79293991;261;0;14;7;250;4_8;211;;236;23364;23,364;0,3894;;;;;;
79360645;79360729;79363970;79633054;79717078;265;0;14;7;250;4_8;212;;240;23760;23,76;0,396;;;;;;
79787443;79787522;79790822;80059058;80143047;265;0;14;7;250;4_8;213;;240;23760;23,76;0,396;;;;;;
80209709;80209789;80213036;80482059;80566090;265;0;14;7;250;4_8;214;;240;23760;23,76;0,396;;;;;;
80632784;80632877;80636123;80905051;80988993;265;0;14;7;250;4_8;215;;240;23760;23,76;0,396;;;;;;
81055641;81055721;81058965;81332054;81416074;269;0;14;7;250;4_8;216;;244;24156;24,156;0,4026;;;;;;
81482774;81482856;81486110;81759056;81843024;269;0;14;7;250;4_8;217;;244;24156;24,156;0,4026;;;;;;
81909640;81909720;81912970;82186054;82270066;269;0;14;7;250;4_8;218;;244;24156;24,156;0,4026;;;;;;
82336799;82336890;82340135;82617056;82701022;273;0;14;7;250;4_8;219;;248;24552;24,552;0,4092;;;;;;
82771375;82771454;82774753;83051056;83135099;273;0;14;7;250;4_8;220;;248;24552;24,552;0,4092;;;;;;
83201787;83201880;83205126;83482056;83565993;273;0;14;7;250;4_8;221;;248;24552;24,552;0,4092;;;;;;
83632619;83632703;83635954;83913048;83997103;273;0;14;7;250;4_8;222;;248;24552;24,552;0,4092;;;;;;
2546929;2547007;2547197;2547280;2631401;0;0;14;0;125;4_5;0;;253;25047;25,047;0,41745;;;;;;
2697984;2698064;2698328;2755054;2838910;52;0;14;8;125;4_5;1;;253;25047;25,047;0,41745;;;;;;
2905437;2905518;2908623;2966048;3049922;52;0;14;8;125;4_5;2;;253;25047;25,047;0,41745;;;;;;
3116982;3117062;3120175;3187054;3270852;62;0;14;8;125;4_5;3;;257;25443;25,443;0,42405;;;;;;
3337391;3337471;3340581;3408052;3489521;62;0;14;8;125;4_5;4;;257;25443;25,443;0,42405;;;;;;
3553682;3553762;3556890;3624055;3707884;62;0;14;8;125;4_5;5;;257;25443;25,443;0,42405;;;;;;
3774498;3774579;3777725;3845053;3928962;62;0;14;8;125;4_5;6;;257;25443;25,443;0,42405;;;;;;
3999148;3999227;4002407;4079057;4162916;73;0;14;8;125;4_5;7;;261;25839;25,839;0,43065;;;;;;
4229479;4229560;4232670;4310053;4393948;73;0;14;8;125;4_5;8;;261;25839;25,839;0,43065;;;;;;
4460552;4460632;4463746;4541055;4624875;73;0;14;8;125;4_5;9;;261;25839;25,839;0,43065;;;;;;
4691470;4691550;4694658;4772053;4855990;73;0;14;8;125;4_5;10;;265;26235;26,235;0,43725;;;;;;
4922691;4922771;4925904;5013055;5097017;83;0;14;8;125;4_5;11;;265;26235;26,235;0,43725;;;;;;
5163620;5163700;5166815;5254057;5337997;83;0;14;8;125;4_5;12;;265;26235;26,235;0,43725;;;;;;
5404638;5404718;5407838;5495055;5578942;83;0;14;8;125;4_5;13;;265;26235;26,235;0,43725;;;;;;
5645546;5645634;5648750;5736053;5819992;83;0;14;8;125;4_5;14;;269;26631;26,631;0,44385;;;;;;
5886703;5886788;5889920;5987054;6071035;93;0;14;8;125;4_5;15;;269;26631;26,631;0,44385;;;;;;
6141255;6141333;6144517;6240055;6324057;93;0;14;8;125;4_5;16;;269;26631;26,631;0,44385;;;;;;
6390791;6390883;6394021;6491055;6574963;93;0;14;8;125;4_5;17;;273;27027;27,027;0,45045;;;;;;
6641631;6641712;6644845;6742053;6826004;93;0;14;8;125;4_5;18;;273;27027;27,027;0,45045;;;;;;
6892688;6892768;6895918;7003055;7087010;103;0;14;8;125;4_5;19;;273;27027;27,027;0,45045;;;;;;
7153606;7153687;7156825;7264053;7348034;103;0;14;8;125;4_5;20;;273;27027;27,027;0,45045;;;;;;
7414718;7414803;7417944;7525055;7608960;103;0;14;8;125;4_5;21;;0;0;0;0;;;;;;
7675589;7675693;7678829;7786053;7870023;103;0;14;8;125;4_5;22;;52;5148;5,148;0,0858;;;;;;
7936758;7936841;7939987;8057054;8141059;114;0;14;8;125;4_5;23;;52;5148;5,148;0,0858;;;;;;
8211317;8211395;8214590;8330055;8414044;114;0;14;8;125;4_5;24;;62;6138;6,138;0,1023;;;;;;
8480725;8480810;8483958;8601055;8684952;114;0;14;8;125;4_5;25;;62;6138;6,138;0,1023;;;;;;
8751570;8751651;8754780;8872053;8956046;114;0;14;8;125;4_5;26;;62;6138;6,138;0,1023;;;;;;
9022771;9022854;9026000;9153055;9236986;124;0;14;8;125;4_5;27;;62;6138;6,138;0,1023;;;;;;
9303605;9303685;9306819;9434053;9518044;124;0;14;8;125;4_5;28;;73;7227;7,227;0,12045;;;;;;
9584722;9584806;9587956;9715059;9799014;124;0;14;8;125;4_5;29;;73;7227;7,227;0,12045;;;;;;
9865640;9865721;9868856;9996053;10080063;124;0;14;8;125;4_5;30;;73;7227;7,227;0,12045;;;;;;
10146731;10146816;10149968;10289054;10372976;134;0;14;8;125;4_5;31;;73;7227;7,227;0,12045;;;;;;
10443256;10443335;10446536;10586055;10670034;134;0;14;8;125;4_5;32;;83;8217;8,217;0,13695;;;;;;
10736755;10736838;10739981;10879055;10962974;134;0;14;8;125;4_5;33;;83;8217;8,217;0,13695;;;;;;
11029628;11029708;11032855;11172053;11256079;134;0;14;8;125;4_5;34;;83;8217;8,217;0,13695;;;;;;
11322774;11322858;11326010;11475059;11558976;144;0;14;8;125;4_5;35;;83;8217;8,217;0,13695;;;;;;
11625627;11625708;11628847;11778053;11862044;144;0;14;8;125;4_5;36;;93;9207;9,207;0,15345;;;;;;
11928709;11928790;11931948;12081055;12164997;144;0;14;8;125;4_5;37;;93;9207;9,207;0,15345;;;;;;
12231674;12231759;12234914;12384053;12468075;144;0;14;8;125;4_5;38;;93;9207;9,207;0,15345;;;;;;
12534763;12534846;12537992;12697054;12781010;155;0;14;8;125;4_5;39;;93;9207;9,207;0,15345;;;;;;
12851257;12851335;12854537;13012054;13096115;155;0;14;8;125;4_5;40;;103;10197;10,197;0,16995;;;;;;
13162814;13162903;13166046;13325054;13408992;155;0;14;8;125;4_5;41;;103;10197;10,197;0,16995;;;;;;
13475630;13475710;13478845;13638052;13722042;155;0;14;8;125;4_5;42;;103;10197;10,197;0,16995;;;;;;
13788731;13788816;13791972;13961055;14044986;165;0;14;8;125;4_5;43;;103;10197;10,197;0,16995;;;;;;
14111708;14111789;14114938;14284053;14368021;165;0;14;8;125;4_5;44;;114;11286;11,286;0,1881;;;;;;
14434712;14434792;14437956;14607055;14690992;165;0;14;8;125;4_5;45;;114;11286;11,286;0,1881;;;;;;
14757671;14757751;14760904;14930057;15014079;165;0;14;8;125;4_5;46;;114;11286;11,286;0,1881;;;;;;
15080845;15080934;15084080;15263054;15346981;175;0;14;8;125;4_5;47;;114;11286;11,286;0,1881;;;;;;
15417251;15417329;15420533;15598055;15682042;175;0;14;8;125;4_5;48;;124;12276;12,276;0,2046;;;;;;
15748741;15748828;15751987;15931055;16015019;175;0;14;8;125;4_5;49;;124;12276;12,276;0,2046;;;;;;
16081705;16081785;16084940;16264053;16348031;175;0;14;8;125;4_5;50;;124;12276;12,276;0,2046;;;;;;
16414733;16414816;16417976;16607055;16690992;185;0;14;8;125;4_5;51;;124;12276;12,276;0,2046;;;;;;
16757619;16757699;16760843;16950057;17034063;185;0;14;8;125;4_5;52;;134;13266;13,266;0,2211;;;;;;
17100788;17100881;17104033;17293055;17376976;185;0;14;8;125;4_5;53;;134;13266;13,266;0,2211;;;;;;
17443634;17443714;17446882;17636053;17720044;185;0;14;8;125;4_5;54;;134;13266;13,266;0,2211;;;;;;
17790409;17790487;17793705;17991057;18075036;196;0;14;8;125;4_5;55;;134;13266;13,266;0,2211;;;;;;
18141662;18141743;18144892;18344053;18428057;196;0;14;8;125;4_5;56;;144;14256;14,256;0,2376;;;;;;
18494776;18494860;18498033;18697055;18781008;196;0;14;8;125;4_5;57;;144;14256;14,256;0,2376;;;;;;
18847646;18847726;18850886;19050053;19134124;196;0;14;8;125;4_5;58;;144;14256;14,256;0,2376;;;;;;
19200814;19200903;19204066;19413055;19496974;206;0;14;8;125;4_5;59;;144;14256;14,256;0,2376;;;;;;
19563602;19563686;19566831;19776053;19860061;206;0;14;8;125;4_5;60;;155;15345;15,345;0,25575;;;;;;
19926786;19926879;19930035;20139055;20222981;206;0;14;8;125;4_5;61;;155;15345;15,345;0,25575;;;;;;
20289665;20289745;20292908;20502053;20586051;206;0;14;8;125;4_5;62;;155;15345;15,345;0,25575;;;;;;
20656227;20656305;20659522;20877061;20961010;216;0;14;8;125;4_5;63;;155;15345;15,345;0,25575;;;;;;
21027646;21027727;21030890;21252052;21336034;216;0;14;8;125;4_5;64;;165;16335;16,335;0,27225;;;;;;
21402723;21402807;21405972;21627054;21710986;216;0;14;8;125;4_5;65;;165;16335;16,335;0,27225;;;;;;
21777645;21777725;21780896;22002052;22086098;216;0;14;8;125;4_5;66;;165;16335;16,335;0,27225;;;;;;
22152743;22152826;22155992;22387054;22470971;226;0;14;8;125;4_5;67;;165;16335;16,335;0,27225;;;;;;
22537678;22537758;22540931;22772052;22856023;226;0;14;8;125;4_5;68;;175;17325;17,325;0,28875;;;;;;
22922759;22922843;22926015;23157055;23240971;226;0;14;8;125;4_5;69;;175;17325;17,325;0,28875;;;;;;
23307623;23307703;23310873;23542053;23626023;226;0;14;8;125;4_5;70;;175;17325;17,325;0,28875;;;;;;
23696341;23696420;23699647;23939057;24022996;237;0;14;8;125;4_5;71;;175;17325;17,325;0,28875;;;;;;
24089724;24089808;24092974;24334052;24418053;237;0;14;8;125;4_5;72;;185;18315;18,315;0,30525;;;;;;
24484763;24484846;24488021;24729055;24812999;237;0;14;8;125;4_5;73;;185;18315;18,315;0,30525;;;;;;
24879634;24879718;24882884;25124053;25208067;237;0;14;8;125;4_5;74;;185;18315;18,315;0,30525;;;;;;
25274769;25274853;25278033;25529054;25612992;247;0;14;8;125;4_5;75;;185;18315;18,315;0,30525;;;;;;
25679629;25679709;25682873;25934052;26018053;247;0;14;8;125;4_5;76;;196;19404;19,404;0,3234;;;;;;
26084791;26084883;26088043;26339055;26422992;247;0;14;8;125;4_5;77;;196;19404;19,404;0,3234;;;;;;
26493268;26493347;26496568;26746055;26830038;247;0;14;8;125;4_5;78;;196;19404;19,404;0,3234;;;;;;
26896770;26896854;26900031;27161055;27244990;257;0;14;8;125;4_5;79;;196;19404;19,404;0,3234;;;;;;
27311668;27311748;27314923;27576053;27660053;257;0;14;8;125;4_5;80;;206;20394;20,394;0,3399;;;;;;
27726746;27726830;27730009;27991055;28075012;257;0;14;8;125;4_5;81;;206;20394;20,394;0,3399;;;;;;
28141652;28141732;28144906;28406053;28490038;257;0;14;8;125;4_5;82;;206;20394;20,394;0,3399;;;;;;
28556743;28556830;28560011;28831055;28914992;267;0;14;8;125;4_5;83;;206;20394;20,394;0,3399;;;;;;
28981638;28981718;28984929;29256053;29340034;267;0;14;8;125;4_5;84;;216;21384;21,384;0,3564;;;;;;
29406762;29406846;29410025;29681059;29765012;267;0;14;8;125;4_5;85;;216;21384;21,384;0,3564;;;;;;
29835308;29835387;29838619;30108055;30192057;267;0;14;8;125;4_5;86;;216;21384;21,384;0,3564;;;;;;
30258743;30258826;30262006;30543055;30626994;277;0;14;8;125;4_5;87;;216;21384;21,384;0,3564;;;;;;
30693633;30693713;30696890;30978053;31062033;277;0;14;8;125;4_5;88;;226;22374;22,374;0,3729;;;;;;
31128782;31128876;31132046;31413059;31497017;277;0;14;8;125;4_5;89;;226;22374;22,374;0,3729;;;;;;
31563635;31563716;31566894;31848053;31932059;277;0;14;8;125;4_5;90;;226;22374;22,374;0,3729;;;;;;
31998786;31998879;32002060;32293055;32376992;288;0;14;8;125;4_5;91;;226;22374;22,374;0,3729;;;;;;
32443647;32443727;32446902;32738053;32822031;288;0;14;8;125;4_5;92;;237;23463;23,463;0,39105;;;;;;
32888702;32888783;32891972;33183055;33266988;288;0;14;8;125;4_5;93;;237;23463;23,463;0,39105;;;;;;
33337274;33337356;33340590;33630055;33714069;288;0;14;8;125;4_5;94;;237;23463;23,463;0,39105;;;;;;
33780777;33780871;33784050;34087055;34170981;298;0;14;8;125;4_5;95;;237;23463;23,463;0,39105;;;;;;
34237656;34237736;34240918;34544053;34628065;298;0;14;8;125;4_5;96;;247;24453;24,453;0,40755;;;;;;
34694760;34694844;34698029;35001055;35084992;298;0;14;8;125;4_5;97;;247;24453;24,453;0,40755;;;;;;
35151630;35151710;35154892;35458053;35542036;298;0;14;8;125;4_5;98;;247;24453;24,453;0,40755;;;;;;
35608729;35608814;35612011;35925055;36009021;308;0;14;8;125;4_5;99;;247;24453;24,453;0,40755;;;;;;
36075711;36075791;36078972;36392053;36476067;308;0;14;8;125;4_5;100;;257;25443;25,443;0,42405;;;;;;
36546374;36546452;36549699;36861057;36945014;308;0;14;8;125;4_5;101;;257;25443;25,443;0,42405;;;;;;
37011710;37011790;37014981;37328053;37412069;308;0;14;8;125;4_5;102;;257;25443;25,443;0,42405;;;;;;
37478748;37478832;37482019;37805055;37889014;318;0;14;8;125;4_5;103;;257;25443;25,443;0,42405;;;;;;
37955636;37955717;37958904;38282053;38366073;318;0;14;8;125;4_5;104;;267;26433;26,433;0,44055;;;;;;
38432767;38432855;38436048;38759055;38842996;318;0;14;8;125;4_5;105;;267;26433;26,433;0,44055;;;;;;
38909632;38909713;38912900;39236053;39320069;318;0;14;8;125;4_5;106;;267;26433;26,433;0,44055;;;;;;
39386793;39386885;39390061;39723063;39807050;329;0;14;8;125;4_5;107;;267;26433;26,433;0,44055;;;;;;
39873674;39873754;39876946;40210053;40294063;329;0;14;8;125;4_5;108;;277;27423;27,423;0,45705;;;;;;
40364372;40364450;40367695;40699057;40782997;329;0;14;8;125;4_5;109;;277;27423;27,423;0,45705;;;;;;
40849661;40849741;40852938;41186053;41270067;329;0;14;8;125;4_5;110;;277;27423;27,423;0,45705;;;;;;
41336794;41336889;41340066;41683055;41767012;339;0;14;8;125;4_5;111;;277;27423;27,423;0,45705;;;;;;
41833674;41833755;41836956;42180053;42264069;339;0;14;8;125;4_5;112;;288;28512;28,512;0,4752;;;;;;
42330802;42330893;42334080;42677055;42760999;339;0;14;8;125;4_5;113;;288;28512;28,512;0,4752;;;;;;
42827629;42827710;42830902;43174053;43258083;339;0;14;8;125;4_5;114;;288;28512;28,512;0,4752;;;;;;
43324771;43324854;43328048;43681055;43765012;349;0;14;8;125;4_5;115;;288;28512;28,512;0,4752;;;;;;
43835360;43835443;43838683;44192055;44276083;349;0;14;8;125;4_5;116;;298;29502;29,502;0,4917;;;;;;
44342736;44342820;44346019;44699055;44783025;349;0;14;8;125;4_5;117;;298;29502;29,502;0,4917;;;;;;
44849678;44849758;44852950;45206057;45290088;349;0;14;8;125;4_5;118;;298;29502;29,502;0,4917;;;;;;
45356773;45356855;45360056;45723055;45807010;359;0;14;8;125;4_5;119;;298;29502;29,502;0,4917;;;;;;
45873642;45873723;45876918;46240053;46324079;359;0;14;8;125;4_5;120;;308;30492;30,492;0,5082;;;;;;
46390761;46390844;46394035;46757055;46841030;359;0;14;8;125;4_5;121;;308;30492;30,492;0,5082;;;;;;
46907657;46907737;46910929;47274053;47358053;359;0;14;8;125;4_5;122;;308;30492;30,492;0,5082;;;;;;
47424805;47424895;47428095;47801055;47885025;370;0;14;8;125;4_5;123;;308;30492;30,492;0,5082;;;;;;
47957960;47958036;47961384;48333055;48417083;370;0;14;8;125;4_5;124;;318;31482;31,482;0,5247;;;;;;
48483755;48483838;48487033;48860055;48944001;370;0;14;8;125;4_5;125;;318;31482;31,482;0,5247;;;;;;
49010662;49010742;49013942;49387053;49471079;370;0;14;8;125;4_5;126;;318;31482;31,482;0,5247;;;;;;
49537802;49537893;49541088;49926054;50010010;380;0;14;8;125;4_5;127;;318;31482;31,482;0,5247;;;;;;
50076674;50076755;50079966;50465051;50549072;380;0;14;8;125;4_5;128;;329;32571;32,571;0,54285;;;;;;
50615771;50615854;50619064;51004057;51088020;380;0;14;8;125;4_5;129;;329;32571;32,571;0,54285;;;;;;
51154645;51154726;51157928;51543051;51627070;380;0;14;8;125;4_5;130;;329;32571;32,571;0,54285;;;;;;
51697301;51697379;51700637;52094055;52178009;390;0;14;8;125;4_5;131;;329;32571;32,571;0,54285;;;;;;
