TIteration;TBlock;TMessGen;TMessSend;TDisplay;TOA;Essai;TxPower;SF;Bandwith;CodingRate;Taille;;;;;;;;;;;
46039639;46039719;46042918;46364052;46448094;316;0;14;7;125;4_8;122;;267;26433;26,433;0,44055;;;;;;
46521223;46521299;46524654;46844056;46928038;316;0;14;7;125;4_8;123;;267;26433;26,433;0,44055;;;;;;
46994661;46994741;46997942;47319046;47403059;316;0;14;7;125;4_8;124;;267;26433;26,433;0,44055;;;;;;
47469743;47469826;47473025;47802053;47886002;324;0;14;7;125;4_8;125;;275;27225;27,225;0,45375;;;;;;
47952624;47952708;47955909;48285051;48369086;324;0;14;7;125;4_8;126;;275;27225;27,225;0,45375;;;;;;
48435824;48435914;48439101;48768054;48852009;324;0;14;7;125;4_8;127;;275;27225;27,225;0,45375;;;;;;
48918652;48918732;48921944;49259051;49343073;333;0;14;7;125;4_8;128;;283;28017;28,017;0,46695;;;;;;
49409816;49409905;49413112;49750054;49833997;333;0;14;7;125;4_8;129;;283;28017;28,017;0,46695;;;;;;
49900635;49900715;49903916;50241052;50325069;333;0;14;7;125;4_8;130;;283;28017;28,017;0,46695;;;;;;
50395313;50395391;50398653;50734049;50817994;333;0;14;7;125;4_8;131;;283;28017;28,017;0,46695;;;;;;
50884606;50884724;50887939;51233050;51317052;341;0;14;7;125;4_8;132;;292;28908;28,908;0,4818;;;;;;
51383728;51383811;51387069;51732052;51816020;341;0;14;7;125;4_8;133;;292;28908;28,908;0,4818;;;;;;
51882676;51882756;51885965;52231057;52315097;341;0;14;7;125;4_8;134;;292;28908;28,908;0,4818;;;;;;
52381775;52381868;52385075;52738052;52822009;349;0;14;7;125;4_8;135;;300;29700;29,7;0,495;;;;;;
52888650;52888730;52891930;53245051;53329066;349;0;14;7;125;4_8;136;;300;29700;29,7;0,495;;;;;;
53395765;53395852;53399071;53752053;53836024;349;0;14;7;125;4_8;137;;300;29700;29,7;0,495;;;;;;
53906287;53906365;53909623;54261047;54345028;349;0;14;7;125;4_8;138;;300;29700;29,7;0,495;;;;;;
54411767;54411851;54415062;54776052;54860018;357;0;14;7;125;4_8;139;;308;30492;30,492;0,5082;;;;;;
54926707;54926788;54929991;55291050;55375068;357;0;14;7;125;4_8;140;;308;30492;30,492;0,5082;;;;;;
55441750;55441833;55445040;55806053;55889993;357;0;14;7;125;4_8;141;;308;30492;30,492;0,5082;;;;;;
55956638;55956718;55959926;56329050;56413072;365;0;14;7;125;4_8;142;;316;31284;31,284;0,5214;;;;;;
56479730;56479815;56483026;56852052;56935989;365;0;14;7;125;4_8;143;;316;31284;31,284;0,5214;;;;;;
57002660;57002741;57005955;57375050;57459076;365;0;14;7;125;4_8;144;;316;31284;31,284;0,5214;;;;;;
57525784;57525876;57529083;57898051;57982009;365;0;14;7;125;4_8;145;;316;31284;31,284;0,5214;;;;;;
58052289;58052368;58055634;58431052;58515078;373;0;14;7;125;4_8;146;;324;32076;32,076;0,5346;;;;;;
58581742;58581825;58585038;58962052;59045996;373;0;14;7;125;4_8;147;;324;32076;32,076;0,5346;;;;;;
59112674;59112759;59115971;59493051;59577091;373;0;14;7;125;4_8;148;;324;32076;32,076;0,5346;;;;;;
59643749;59643831;59647045;60032052;60116066;382;0;14;7;125;4_8;149;;333;32967;32,967;0,54945;;;;;;
60182703;60182784;60186018;60571051;60655072;382;0;14;7;125;4_8;150;;333;32967;32,967;0,54945;;;;;;
60721804;60721892;60725100;61110053;61194011;382;0;14;7;125;4_8;151;;333;32967;32,967;0,54945;;;;;;
61260645;61260725;61263937;61649045;61733056;382;0;14;7;125;4_8;152;;333;32967;32,967;0,54945;;;;;;
61803367;61803445;61806716;62200054;62284009;390;0;14;7;125;4_8;153;;341;33759;33,759;0,56265;;;;;;
62350699;62350780;62353987;62749050;62833062;390;0;14;7;125;4_8;154;;341;33759;33,759;0,56265;;;;;;
62899771;62899854;62903073;63298053;63382030;390;0;14;7;125;4_8;155;;341;33759;33,759;0,56265;;;;;;
63448653;63448734;63451953;63855054;63939062;398;0;14;7;125;4_8;156;;349;34551;34,551;0,57585;;;;;;
64005746;64005829;64009045;64412053;64496016;398;0;14;7;125;4_8;157;;349;34551;34,551;0,57585;;;;;;
64562613;64562694;64565917;64969051;65053045;398;0;14;7;125;4_8;158;;349;34551;34,551;0,57585;;;;;;
65119849;65119943;65123149;65526047;65610013;398;0;14;7;125;4_8;159;;349;34551;34,551;0,57585;;;;;;
65676609;65676689;65679911;66091050;66175066;406;0;14;7;125;4_8;160;;357;35343;35,343;0,58905;;;;;;
66245430;66245508;66248785;66658062;66742018;406;0;14;7;125;4_8;161;;357;35343;35,343;0,58905;;;;;;
66808639;66808720;66811939;67223051;67307062;406;0;14;7;125;4_8;162;;357;35343;35,343;0,58905;;;;;;
67373740;67373823;67377049;67796052;67880018;414;0;14;7;125;4_8;163;;365;36135;36,135;0,60225;;;;;;
67946642;67946722;67949932;68369051;68453085;414;0;14;7;125;4_8;164;;365;36135;36,135;0,60225;;;;;;
68519757;68519841;68523067;68942053;69025993;414;0;14;7;125;4_8;165;;365;36135;36,135;0,60225;;;;;;
69092727;69092811;69096036;69515045;69599062;414;0;14;7;125;4_8;166;;365;36135;36,135;0,60225;;;;;;
69665762;69665846;69669077;70096052;70180009;423;0;14;7;125;4_8;167;;373;36927;36,927;0,61545;;;;;;
70250267;70250345;70253625;70681052;70765052;423;0;14;7;125;4_8;168;;373;36927;36,927;0,61545;;;;;;
70831753;70831840;70835065;71262052;71346016;423;0;14;7;125;4_8;169;;373;36927;36,927;0,61545;;;;;;
71412694;71412775;71415999;71851050;71935060;431;0;14;7;125;4_8;170;;382;37818;37,818;0,6303;;;;;;
72001762;72001846;72005075;72440053;72524032;431;0;14;7;125;4_8;171;;382;37818;37,818;0,6303;;;;;;
72590694;72590778;72594001;73031050;73115085;431;0;14;7;125;4_8;172;;382;37818;37,818;0,6303;;;;;;
73181775;73181868;73185087;73620047;73703993;431;0;14;7;125;4_8;173;;382;37818;37,818;0,6303;;;;;;
73770628;73770708;73773930;74217050;74301085;439;0;14;7;125;4_8;174;;390;38610;38,61;0,6435;;;;;;
74367745;74367829;74371065;74814052;74897998;439;0;14;7;125;4_8;175;;390;38610;38,61;0,6435;;;;;;
74968247;74968325;74971595;75415053;75499082;439;0;14;7;125;4_8;176;;390;38610;38,61;0,6435;;;;;;
75565825;75565914;75569142;76020052;76104062;447;0;14;7;125;4_8;177;;398;39402;39,402;0,6567;;;;;;
76170707;76170788;76174024;76625051;76709062;447;0;14;7;125;4_8;178;;398;39402;39,402;0,6567;;;;;;
76775773;76775857;76779092;77230053;77313994;447;0;14;7;125;4_8;179;;398;39402;39,402;0,6567;;;;;;
77380623;77380707;77383935;77835045;77919086;447;0;14;7;125;4_8;180;;398;39402;39,402;0,6567;;;;;;
77985785;77985878;77989098;78448052;78532009;455;0;14;7;125;4_8;181;;406;40194;40,194;0,6699;;;;;;
78598690;78598770;78602006;79061050;79145076;455;0;14;7;125;4_8;182;;406;40194;40,194;0,6699;;;;;;
79215302;79215380;79218662;79676055;79760009;455;0;14;7;125;4_8;183;;406;40194;40,194;0,6699;;;;;;
79826637;79826717;79829949;80297050;80381078;464;0;14;7;125;4_8;184;;414;40986;40,986;0,6831;;;;;;
80447785;80447878;80451109;80918053;81002013;464;0;14;7;125;4_8;185;;414;40986;40,986;0,6831;;;;;;
81068627;81068708;81071932;81539051;81623043;464;0;14;7;125;4_8;186;;414;40986;40,986;0,6831;;;;;;
81689771;81689854;81693092;82160047;82244024;464;0;14;7;125;4_8;187;;414;40986;40,986;0,6831;;;;;;
82310688;82310768;82314005;82791050;82875058;472;0;14;7;125;4_8;188;;423;41877;41,877;0,69795;;;;;;
82941752;82941835;82945071;83422052;83506007;472;0;14;7;125;4_8;189;;423;41877;41,877;0,69795;;;;;;
83572613;83572694;83575932;84053051;84137099;472;0;14;7;125;4_8;190;;423;41877;41,877;0,69795;;;;;;
84207355;84207437;84210727;84694059;84778016;480;0;14;7;125;4_8;191;;431;42669;42,669;0,71115;;;;;;
84844642;84844722;84847949;85333051;85417085;480;0;14;7;125;4_8;192;;431;42669;42,669;0,71115;;;;;;
85483813;85483902;85487156;85972053;86056036;480;0;14;7;125;4_8;193;;431;42669;42,669;0,71115;;;;;;
86122708;86122788;86126028;86611045;86695058;480;0;14;7;125;4_8;194;;431;42669;42,669;0,71115;;;;;;
86761752;86761835;86765079;87258052;87342009;488;0;14;7;125;4_8;195;;439;43461;43,461;0,72435;;;;;;
87408648;87408728;87411965;87905050;87989104;488;0;14;7;125;4_8;196;;439;43461;43,461;0,72435;;;;;;
88055752;88055835;88059079;88552053;88635985;488;0;14;7;125;4_8;197;;439;43461;43,461;0,72435;;;;;;
88706260;88706338;88709648;89211052;89295082;496;0;14;7;125;4_8;198;;447;44253;44,253;0,73755;;;;;;
89361777;89361871;89365109;89866053;89950016;496;0;14;7;125;4_8;199;;447;44253;44,253;0,73755;;;;;;
90016642;90016722;90019965;90521051;90605050;496;0;14;7;125;4_8;200;;447;44253;44,253;0,73755;;;;;;
90671750;90671837;90675079;91176047;91260009;496;0;14;7;125;4_8;201;;447;44253;44,253;0,73755;;;;;;
91326697;91326778;91330018;91839050;91923068;505;0;14;7;125;4_8;202;;455;45045;45,045;0,75075;;;;;;
91989788;91989880;91993123;92502052;92586030;505;0;14;7;125;4_8;203;;455;45045;45,045;0,75075;;;;;;
92652656;92652736;92655980;93165055;93249068;505;0;14;7;125;4_8;204;;455;45045;45,045;0,75075;;;;;;
93315761;93315843;93319090;93836052;93919989;513;0;14;7;125;4_8;205;;464;45936;45,936;0,7656;;;;;;
93990287;93990365;93993676;94509053;94593085;513;0;14;7;125;4_8;206;;464;45936;45,936;0,7656;;;;;;
94659760;94659847;94663092;95180053;95263983;513;0;14;7;125;4_8;207;;464;45936;45,936;0,7656;;;;;;
95330613;95330694;95333939;95851045;95935070;513;0;14;7;125;4_8;208;;464;45936;45,936;0,7656;;;;;;
96001796;96001886;96005130;96530056;96614032;521;0;14;7;125;4_8;209;;472;46728;46,728;0,7788;;;;;;
96680670;96680750;96683995;97209050;97293080;521;0;14;7;125;4_8;210;;472;46728;46,728;0,7788;;;;;;
97359759;97359843;97363083;97888053;97972011;521;0;14;7;125;4_8;211;;472;46728;46,728;0,7788;;;;;;
98038642;98038726;98041969;98575050;98659084;529;0;14;7;125;4_8;212;;480;47520;47,52;0,792;;;;;;
98729350;98729429;98732733;99264066;99348018;529;0;14;7;125;4_8;213;;480;47520;47,52;0,792;;;;;;
99414690;99414770;99418024;99951051;100035068;529;0;14;7;125;4_8;214;;480;47520;47,52;0,792;;;;;;
100101818;100101906;100105150;100638047;100722023;529;0;14;7;125;4_8;215;;480;47520;47,52;0,792;;;;;;
100788671;100788751;100792002;101333049;101417071;537;0;14;7;125;4_8;216;;488;48312;48,312;0,8052;;;;;;
101483801;101483891;101487149;102028051;102112071;537;0;14;7;125;4_8;217;;488;48312;48,312;0,8052;;;;;;
102178698;102178779;102182014;102723050;102807061;537;0;14;7;125;4_8;218;;488;48312;48,312;0,8052;;;;;;
102873755;102873840;102877105;103426051;103510010;546;0;14;7;125;4_8;219;;496;49104;49,104;0,8184;;;;;;
103576698;103576778;103580031;104129054;104213079;546;0;14;7;125;4_8;220;;496;49104;49,104;0,8184;;;;;;
104283399;104283478;104286786;104835054;104919008;546;0;14;7;125;4_8;221;;496;49104;49,104;0,8184;;;;;;
104985638;104985719;104988965;105538043;105622067;546;0;14;7;125;4_8;222;;496;49104;49,104;0,8184;;;;;;
16464929;16465007;16465195;16465278;16549408;0;0;14;0;250;4_8;0;;505;49995;49,995;0,83325;;;;;;
16615996;16616077;16616332;16635058;16718937;15;0;14;7;250;4_8;1;;505;49995;49,995;0,83325;;;;;;
16785472;16785553;16788656;16812055;16895935;19;0;14;7;250;4_8;2;;505;49995;49,995;0,83325;;;;;;
16962542;16962623;16965735;16989058;17072935;19;0;14;7;250;4_8;3;;513;50787;50,787;0,84645;;;;;;
17139472;17139553;17142656;17166056;17247514;19;0;14;7;250;4_8;4;;513;50787;50,787;0,84645;;;;;;
17311744;17311828;17314962;17338052;17421888;19;0;14;7;250;4_8;5;;513;50787;50,787;0,84645;;;;;;
17488480;17488564;17491678;17519055;17602960;23;0;14;7;250;4_8;6;;513;50787;50,787;0,84645;;;;;;
17673237;17673315;17676495;17702059;17785875;23;0;14;7;250;4_8;7;;521;51579;51,579;0,85965;;;;;;
17852458;17852539;17855648;17883056;17966931;23;0;14;7;250;4_8;8;;521;51579;51,579;0,85965;;;;;;
18033542;18033623;18036738;18068062;18151914;27;0;14;7;250;4_8;9;;521;51579;51,579;0,85965;;;;;;
18218545;18218625;18221733;18253056;18337036;27;0;14;7;250;4_8;10;;529;52371;52,371;0,87285;;;;;;
18403733;18403818;18406956;18438058;18522017;27;0;14;7;250;4_8;11;;529;52371;52,371;0,87285;;;;;;
18588648;18588728;18591847;18623050;18707027;27;0;14;7;250;4_8;12;;529;52371;52,371;0,87285;;;;;;
18773711;18773791;18776920;18812057;18895948;31;0;14;7;250;4_8;13;;529;52371;52,371;0,87285;;;;;;
18962535;18962619;18965734;19001060;19085219;31;0;14;7;250;4_8;14;;537;53163;53,163;0,88605;;;;;;
19155638;19155716;19158920;19192060;19275990;31;0;14;7;250;4_8;15;;537;53163;53,163;0,88605;;;;;;
19342605;19342685;19345813;19385055;19469035;35;0;14;7;250;4_8;16;;537;53163;53,163;0,88605;;;;;;
19535726;19535811;19538952;19578062;19661994;35;0;14;7;250;4_8;17;;546;54054;54,054;0,9009;;;;;;
19728650;19728730;19731856;19771056;19855030;35;0;14;7;250;4_8;18;;546;54054;54,054;0,9009;;;;;;
19921720;19921804;19924946;19964052;20047990;35;0;14;7;250;4_8;19;;546;54054;54,054;0,9009;;;;;;
20114676;20114756;20117890;20161055;20245033;40;0;14;7;250;4_8;20;;546;54054;54,054;0,9009;;;;;;
20311704;20311784;20314920;20358057;20441992;40;0;14;7;250;4_8;21;;0;0;0;0;;;;;;
20508664;20508745;20511886;20555056;20639067;40;0;14;7;250;4_8;22;;15;1485;1,485;0,02475;;;;;;
20709540;20709619;20712823;20758059;20841981;44;0;14;7;250;4_8;23;;19;1881;1,881;0,03135;;;;;;
20908598;20908678;20911807;20959056;21043033;44;0;14;7;250;4_8;24;;19;1881;1,881;0,03135;;;;;;
21109754;21109836;21112974;21160058;21243975;44;0;14;7;250;4_8;25;;19;1881;1,881;0,03135;;;;;;
21310663;21310748;21313890;21361050;21445071;44;0;14;7;250;4_8;26;;19;1881;1,881;0,03135;;;;;;
21511754;21511836;21514976;21566057;21649967;48;0;14;7;250;4_8;27;;23;2277;2,277;0,03795;;;;;;
21716648;21716729;21719860;21771055;21855040;48;0;14;7;250;4_8;28;;23;2277;2,277;0,03795;;;;;;
21921771;21921853;21924992;21976058;22059990;48;0;14;7;250;4_8;29;;23;2277;2,277;0,03795;;;;;;
22130367;22130446;22133633;22187057;22271030;52;0;14;7;250;4_8;30;;27;2673;2,673;0,04455;;;;;;
22337753;22337836;22340983;22396058;22480008;52;0;14;7;250;4_8;31;;27;2673;2,673;0,04455;;;;;;
22546616;22546697;22549837;22605056;22689036;52;0;14;7;250;4_8;32;;27;2673;2,673;0,04455;;;;;;
22755705;22755785;22758940;22814052;22897981;52;0;14;7;250;4_8;33;;27;2673;2,673;0,04455;;;;;;
22964620;22964700;22967837;23027059;23111100;56;0;14;7;250;4_8;34;;31;3069;3,069;0,05115;;;;;;
23177781;23177874;23181015;23240057;23323967;56;0;14;7;250;4_8;35;;31;3069;3,069;0,05115;;;;;;
23390608;23390691;23393831;23453056;23537027;56;0;14;7;250;4_8;36;;31;3069;3,069;0,05115;;;;;;
23603697;23603781;23606937;23670057;23753994;60;0;14;7;250;4_8;37;;35;3465;3,465;0,05775;;;;;;
23824317;23824395;23827598;23889058;23973023;60;0;14;7;250;4_8;38;;35;3465;3,465;0,05775;;;;;;
24039712;24039792;24042957;24106058;24189994;60;0;14;7;250;4_8;39;;35;3465;3,465;0,05775;;;;;;
24256619;24256700;24259837;24323054;24407025;60;0;14;7;250;4_8;40;;35;3465;3,465;0,05775;;;;;;
24473699;24473779;24476935;24546057;24629970;64;0;14;7;250;4_8;41;;40;3960;3,96;0,066;;;;;;
24696604;24696684;24699825;24769055;24853046;64;0;14;7;250;4_8;42;;40;3960;3,96;0,066;;;;;;
24919716;24919796;24922956;24992058;25076012;64;0;14;7;250;4_8;43;;40;3960;3,96;0,066;;;;;;
25142628;25142709;25145849;25219055;25303059;68;0;14;7;250;4_8;44;;44;4356;4,356;0,0726;;;;;;
25369767;25369851;25373008;25446058;25529980;68;0;14;7;250;4_8;45;;44;4356;4,356;0,0726;;;;;;
25600420;25600498;25603706;25675058;25759036;68;0;14;7;250;4_8;46;;44;4356;4,356;0,0726;;;;;;
25825721;25825805;25828960;25902052;25985964;68;0;14;7;250;4_8;47;;44;4356;4,356;0,0726;;;;;;
26052586;26052671;26055815;26133055;26217037;72;0;14;7;250;4_8;48;;48;4752;4,752;0,0792;;;;;;
26283755;26283838;26286992;26364057;26447968;72;0;14;7;250;4_8;49;;48;4752;4,752;0,0792;;;;;;
26514595;26514676;26517827;26595056;26679046;72;0;14;7;250;4_8;50;;48;4752;4,752;0,0792;;;;;;
26745730;26745814;26748968;26830061;26913998;76;0;14;7;250;4_8;51;;52;5148;5,148;0,0858;;;;;;
26980642;26980723;26983877;27065056;27149030;76;0;14;7;250;4_8;52;;52;5148;5,148;0,0858;;;;;;
27215716;27215796;27218957;27300058;27383994;76;0;14;7;250;4_8;53;;52;5148;5,148;0,0858;;;;;;
27454351;27454429;27457630;27537052;27621055;76;0;14;7;250;4_8;54;;52;5148;5,148;0,0858;;;;;;
27687755;27687838;27690998;27776057;27859967;80;0;14;7;250;4_8;55;;56;5544;5,544;0,0924;;;;;;
27926637;27926718;27929877;28015055;28099069;80;0;14;7;250;4_8;56;;56;5544;5,544;0,0924;;;;;;
28165766;28165850;28169012;28254062;28337985;80;0;14;7;250;4_8;57;;56;5544;5,544;0,0924;;;;;;
28404619;28404699;28407843;28497055;28581023;85;0;14;7;250;4_8;58;;60;5940;5,94;0,099;;;;;;
28647666;28647746;28650927;28740057;28823973;85;0;14;7;250;4_8;59;;60;5940;5,94;0,099;;;;;;
28890658;28890742;28893898;28983055;29067113;85;0;14;7;250;4_8;60;;60;5940;5,94;0,099;;;;;;
29137317;29137395;29140607;29228054;29311967;85;0;14;7;250;4_8;61;;60;5940;5,94;0,099;;;;;;
29378638;29378719;29381882;29475055;29559023;89;0;14;7;250;4_8;62;;64;6336;6,336;0,1056;;;;;;
29625756;29625838;29629002;29722057;29806005;89;0;14;7;250;4_8;63;;64;6336;6,336;0,1056;;;;;;
29872634;29872715;29875877;29969055;30053035;89;0;14;7;250;4_8;64;;64;6336;6,336;0,1056;;;;;;
30119753;30119836;30123002;30220057;30303988;93;0;14;7;250;4_8;65;;68;6732;6,732;0,1122;;;;;;
30370618;30370699;30373856;30471055;30555023;93;0;14;7;250;4_8;66;;68;6732;6,732;0,1122;;;;;;
30621704;30621785;30624957;30722058;30806018;93;0;14;7;250;4_8;67;;68;6732;6,732;0,1122;;;;;;
30872672;30872753;30875925;30973054;31057019;93;0;14;7;250;4_8;68;;68;6732;6,732;0,1122;;;;;;
31127343;31127421;31130643;31230059;31313978;97;0;14;7;250;4_8;69;;72;7128;7,128;0,1188;;;;;;
31380584;31380665;31383821;31485055;31569010;97;0;14;7;250;4_8;70;;72;7128;7,128;0,1188;;;;;;
31635715;31635803;31638981;31740057;31823983;97;0;14;7;250;4_8;71;;72;7128;7,128;0,1188;;;;;;
31890609;31890690;31893847;31999055;32083189;101;0;14;7;250;4_8;72;;76;7524;7,524;0,1254;;;;;;
32149907;32149987;32153153;32258058;32341975;101;0;14;7;250;4_8;73;;76;7524;7,524;0,1254;;;;;;
32408660;32408741;32411908;32517056;32601038;101;0;14;7;250;4_8;74;;76;7524;7,524;0,1254;;;;;;
32667744;32667828;32670998;32776052;32859990;101;0;14;7;250;4_8;75;;76;7524;7,524;0,1254;;;;;;
32926639;32926720;32929886;33039055;33123075;105;0;14;7;250;4_8;76;;80;7920;7,92;0,132;;;;;;
33193500;33193578;33196809;33304059;33387985;105;0;14;7;250;4_8;77;;80;7920;7,92;0,132;;;;;;
33454606;33454686;33457856;33567056;33651046;105;0;14;7;250;4_8;78;;80;7920;7,92;0,132;;;;;;
33717779;33717874;33721045;33834061;33917992;109;0;14;7;250;4_8;79;;85;8415;8,415;0,14025;;;;;;
33984637;33984718;33987890;34101056;34185036;109;0;14;7;250;4_8;80;;85;8415;8,415;0,14025;;;;;;
34251721;34251805;34254974;34368058;34451985;109;0;14;7;250;4_8;81;;85;8415;8,415;0,14025;;;;;;
34518611;34518696;34521858;34635050;34719037;109;0;14;7;250;4_8;82;;85;8415;8,415;0,14025;;;;;;
34785709;34785789;34788970;34906057;34989992;113;0;14;7;250;4_8;83;;89;8811;8,811;0,14685;;;;;;
35060310;35060389;35063628;35179057;35263030;113;0;14;7;250;4_8;84;;89;8811;8,811;0,14685;;;;;;
35329743;35329826;35333006;35450057;35533988;113;0;14;7;250;4_8;85;;89;8811;8,811;0,14685;;;;;;
35600641;35600721;35603896;35725055;35809033;117;0;14;7;250;4_8;86;;93;9207;9,207;0,15345;;;;;;
35875762;35875846;35879033;36000058;36084025;117;0;14;7;250;4_8;87;;93;9207;9,207;0,15345;;;;;;
36150637;36150718;36153892;36275055;36359010;117;0;14;7;250;4_8;88;;93;9207;9,207;0,15345;;;;;;
36425722;36425805;36428983;36550056;36633996;117;0;14;7;250;4_8;89;;93;9207;9,207;0,15345;;;;;;
36700664;36700744;36703922;36829059;36913069;121;0;14;7;250;4_8;90;;97;9603;9,603;0,16005;;;;;;
36979754;36979836;36983023;37108057;37191996;121;0;14;7;250;4_8;91;;97;9603;9,603;0,16005;;;;;;
37262329;37262408;37265633;37389058;37473036;121;0;14;7;250;4_8;92;;97;9603;9,603;0,16005;;;;;;
37539724;37539813;37542998;37672057;37756005;126;0;14;7;250;4_8;93;;101;9999;9,999;0,16665;;;;;;
37822648;37822729;37825906;37955056;38039036;126;0;14;7;250;4_8;94;;101;9999;9,999;0,16665;;;;;;
38105896;38105976;38109158;38238058;38321990;126;0;14;7;250;4_8;95;;101;9999;9,999;0,16665;;;;;;
38388670;38388755;38391940;38521050;38605048;126;0;14;7;250;4_8;96;;101;9999;9,999;0,16665;;;;;;
38671718;38671801;38674981;38808057;38891985;130;0;14;7;250;4_8;97;;105;10395;10,395;0,17325;;;;;;
38958653;38958734;38961918;39095055;39179059;130;0;14;7;250;4_8;98;;105;10395;10,395;0,17325;;;;;;
39245711;39245792;39248979;39382058;39465970;130;0;14;7;250;4_8;99;;105;10395;10,395;0,17325;;;;;;
39536293;39536371;39539614;39677057;39761079;134;0;14;7;250;4_8;100;;109;10791;10,791;0,17985;;;;;;
39827781;39827876;39831050;39968062;40052038;134;0;14;7;250;4_8;101;;109;10791;10,791;0,17985;;;;;;
40118712;40118793;40121976;40259056;40343059;134;0;14;7;250;4_8;102;;109;10791;10,791;0,17985;;;;;;
40409774;40409857;40413052;40550052;40633999;134;0;14;7;250;4_8;103;;109;10791;10,791;0,17985;;;;;;
40700638;40700722;40703910;40845055;40929089;138;0;14;7;250;4_8;104;;113;11187;11,187;0,18645;;;;;;
40995783;40995878;40999054;41140057;41223996;138;0;14;7;250;4_8;105;;113;11187;11,187;0,18645;;;;;;
41290680;41290760;41293952;41435056;41519065;138;0;14;7;250;4_8;106;;113;11187;11,187;0,18645;;;;;;
41589549;41589632;41592892;41738059;41822008;142;0;14;7;250;4_8;107;;117;11583;11,583;0,19305;;;;;;
41888626;41888706;41891892;42039056;42123102;142;0;14;7;250;4_8;108;;117;11583;11,583;0,19305;;;;;;
42189792;42189885;42193067;42340058;42424014;142;0;14;7;250;4_8;109;;117;11583;11,583;0,19305;;;;;;
42490677;42490757;42493948;42641050;42725052;142;0;14;7;250;4_8;110;;117;11583;11,583;0,19305;;;;;;
42791784;42791878;42795067;42946057;43030003;146;0;14;7;250;4_8;111;;121;11979;11,979;0,19965;;;;;;
43096681;43096762;43099948;43251059;43335085;146;0;14;7;250;4_8;112;;121;11979;11,979;0,19965;;;;;;
43401772;43401856;43405048;43556057;43640021;146;0;14;7;250;4_8;113;;121;11979;11,979;0,19965;;;;;;
43706644;43706725;43709912;43865055;43949063;150;0;14;7;250;4_8;114;;126;12474;12,474;0,2079;;;;;;
44019484;44019566;44022813;44176059;44260005;150;0;14;7;250;4_8;115;;126;12474;12,474;0,2079;;;;;;
44326637;44326718;44329908;44485055;44569094;150;0;14;7;250;4_8;116;;126;12474;12,474;0,2079;;;;;;
44635796;44635891;44639088;44794052;44878009;150;0;14;7;250;4_8;117;;126;12474;12,474;0,2079;;;;;;
44944683;44944763;44947957;45107055;45191065;154;0;14;7;250;4_8;118;;130;12870;12,87;0,2145;;;;;;
45257776;45257860;45261062;45420057;45503998;154;0;14;7;250;4_8;119;;130;12870;12,87;0,2145;;;;;;
45570651;45570731;45573925;45733055;45817065;154;0;14;7;250;4_8;120;;130;12870;12,87;0,2145;;;;;;
45883785;45883878;45887072;46050057;46134018;158;0;14;7;250;4_8;121;;134;13266;13,266;0,2211;;;;;;
46207245;46207321;46210671;46372057;46456081;158;0;14;7;250;4_8;122;;134;13266;13,266;0,2211;;;;;;
46522760;46522843;46526037;46689062;46773016;158;0;14;7;250;4_8;123;;134;13266;13,266;0,2211;;;;;;
46839656;46839736;46842931;47006050;47090135;158;0;14;7;250;4_8;124;;134;13266;13,266;0,2211;;;;;;
47156800;47156891;47160076;47327057;47411003;162;0;14;7;250;4_8;125;;138;13662;13,662;0,2277;;;;;;
47477670;47477755;47480957;47648055;47732081;162;0;14;7;250;4_8;126;;138;13662;13,662;0,2277;;;;;;
47798773;47798856;47802059;47969057;48052985;162;0;14;7;250;4_8;127;;138;13662;13,662;0,2277;;;;;;
48119788;48119881;48123078;48294055;48378098;167;0;14;7;250;4_8;128;;142;14058;14,058;0,2343;;;;;;
48444802;48444893;48448097;48619058;48703021;167;0;14;7;250;4_8;129;;142;14058;14,058;0,2343;;;;;;
48773244;48773322;48776572;48946058;49030065;167;0;14;7;250;4_8;130;;142;14058;14,058;0,2343;;;;;;
49096789;49096881;49100078;49271052;49354990;167;0;14;7;250;4_8;131;;142;14058;14,058;0,2343;;;;;;
49421665;49421745;49424948;49600055;49684071;171;0;14;7;250;4_8;132;;146;14454;14,454;0,2409;;;;;;
49750748;49750830;49754039;49929057;50013023;171;0;14;7;250;4_8;133;;146;14454;14,454;0,2409;;;;;;
50079760;50079843;50083037;50258055;50342078;171;0;14;7;250;4_8;134;;146;14454;14,454;0,2409;;;;;;
50408784;50408877;50412081;50591056;50674997;175;0;14;7;250;4_8;135;;150;14850;14,85;0,2475;;;;;;
50741619;50741701;50744897;50924054;51008049;175;0;14;7;250;4_8;136;;150;14850;14,85;0,2475;;;;;;
51078516;51078599;51081883;51259058;51343020;175;0;14;7;250;4_8;137;;150;14850;14,85;0,2475;;;;;;
51409650;51409730;51412930;51592049;51676036;175;0;14;7;250;4_8;138;;150;14850;14,85;0,2475;;;;;;
51742803;51742894;51746098;51929056;52013038;179;0;14;7;250;4_8;139;;154;15246;15,246;0,2541;;;;;;
52079725;52079809;52083024;52266054;52350066;179;0;14;7;250;4_8;140;;154;15246;15,246;0,2541;;;;;;
52416758;52416841;52420048;52603056;52686991;179;0;14;7;250;4_8;141;;154;15246;15,246;0,2541;;;;;;
52753622;52753702;52756916;52944054;53028095;183;0;14;7;250;4_8;142;;158;15642;15,642;0,2607;;;;;;
